hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_stay_nights,total_guests,total_revenue
Resort Hotel,0,0,2017,February,7,13,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,2,8,A,E,1,No Deposit,0,135,0,Transient,35.0,1,2,Check-Out,2/16/2017,3,1,105.0
Resort Hotel,0,0,2017,February,8,21,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,2,9,A,D,0,No Deposit,0,135,0,Transient,35.0,1,2,Check-Out,2/22/2017,1,1,35.0
Resort Hotel,0,3,2017,March,9,2,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,2,10,A,G,0,No Deposit,0,135,0,Transient,35.0,1,2,Check-Out,3/3/2017,1,1,35.0
Resort Hotel,0,5,2017,April,17,26,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,2,11,A,E,1,No Deposit,0,135,0,Transient,63.5,1,2,Check-Out,4/27/2017,1,2,63.5
Resort Hotel,0,1,2017,May,22,31,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,2,12,A,E,0,No Deposit,0,135,0,Transient,75.0,1,2,Check-Out,6/1/2017,1,1,75.0
Resort Hotel,0,0,2017,June,24,12,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,2,13,A,A,0,No Deposit,0,135,0,Transient,82.0,1,2,Check-Out,6/13/2017,1,1,82.0
Resort Hotel,0,0,2016,February,6,2,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,9,0,Transient,30.0,0,0,Check-Out,2/4/2016,2,1,60.0
Resort Hotel,0,6,2017,January,4,24,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,0,No Deposit,0,9,0,Transient,35.0,0,1,Check-Out,1/26/2017,2,1,70.0
Resort Hotel,0,0,2016,January,3,14,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,40.0,0,1,Check-Out,1/15/2016,1,1,40.0
Resort Hotel,0,2,2016,June,25,13,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,0,0,0,Transient,122.86,0,1,Check-Out,6/20/2016,7,2,860.02
Resort Hotel,0,0,2017,April,16,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,0,0,Transient,70.0,0,0,Check-Out,4/22/2017,1,2,70.0
Resort Hotel,0,69,2015,December,53,30,0,4,2,0,0,BB,PRT,Direct,Direct,0,0,1,E,E,0,No Deposit,0,0,0,Transient,136.0,1,2,Check-Out,1/3/2016,4,2,544.0
Resort Hotel,0,87,2016,April,17,22,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,2,E,E,1,No Deposit,250,0,0,Transient,80.8,1,2,Check-Out,4/27/2016,5,2,404.0
Resort Hotel,0,2,2016,February,8,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,0,204,0,Transient,30.0,0,0,Check-Out,2/18/2016,1,1,30.0
Resort Hotel,0,0,2017,August,35,29,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,3,No Deposit,0,0,0,Transient,184.67,0,0,Check-Out,9/1/2017,3,2,554.01
Resort Hotel,0,0,2016,April,18,27,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,0,178,0,Transient,42.0,0,0,Check-Out,4/28/2016,1,1,42.0
Resort Hotel,0,0,2016,December,51,14,0,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,A,0,No Deposit,0,178,0,Transient,0.0,0,0,Check-Out,12/14/2016,0,1,0.0
Resort Hotel,0,7,2017,April,14,5,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,2,A,G,0,No Deposit,0,178,0,Transient,48.0,0,0,Check-Out,4/6/2017,1,1,48.0
Resort Hotel,0,1,2017,June,25,20,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,3,A,E,0,No Deposit,0,178,0,Transient,75.0,0,0,Check-Out,6/22/2017,2,1,150.0
Resort Hotel,0,1,2015,November,47,18,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,36.0,0,1,Check-Out,11/19/2015,1,1,36.0
Resort Hotel,0,0,2015,December,51,17,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,177,0,0,Transient,25.0,0,1,Check-Out,12/18/2015,1,1,25.0
Resort Hotel,0,2,2016,February,6,3,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,2,A,D,0,No Deposit,177,0,0,Group,25.0,0,1,Check-Out,2/5/2016,2,1,50.0
Resort Hotel,0,0,2016,March,13,22,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,A,0,No Deposit,0,62,0,Transient,30.0,0,0,Check-Out,3/23/2016,1,1,30.0
Resort Hotel,0,9,2016,June,25,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,2,A,C,1,No Deposit,0,62,0,Transient,65.0,0,0,Check-Out,6/17/2016,1,1,65.0
Resort Hotel,0,2,2017,January,4,25,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,3,A,D,1,No Deposit,0,62,0,Transient,35.0,0,0,Check-Out,1/27/2017,2,1,70.0
Resort Hotel,0,2,2017,February,6,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,4,A,A,0,No Deposit,0,62,0,Transient,35.0,0,0,Check-Out,2/9/2017,1,1,35.0
Resort Hotel,0,4,2017,May,19,8,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,5,A,D,0,No Deposit,0,62,0,Transient,45.0,0,0,Check-Out,5/9/2017,1,1,45.0
Resort Hotel,0,9,2016,April,18,28,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,94,0,Transient-Party,39.0,0,0,Check-Out,4/29/2016,1,1,39.0
Resort Hotel,0,11,2017,February,8,20,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,A,0,No Deposit,0,94,0,Transient,35.0,0,0,Check-Out,2/23/2017,3,1,105.0
Resort Hotel,0,7,2016,November,47,15,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,0,0,Transient,30.0,0,0,Check-Out,11/16/2016,1,1,30.0
Resort Hotel,0,0,2016,September,39,24,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,0,0,0,Transient,167.5,0,0,Check-Out,9/26/2016,2,2,335.0
Resort Hotel,1,11,2016,July,28,4,1,3,1,0,0,BB,PRT,Corporate,Direct,0,1,0,A,A,0,No Deposit,0,39,0,Transient,65.0,0,0,Canceled,6/23/2016,4,1,260.0
Resort Hotel,0,11,2016,October,44,24,1,3,1,0,0,BB,PRT,Corporate,Direct,0,1,0,A,A,0,No Deposit,0,39,0,Transient,52.0,0,0,Check-Out,10/28/2016,4,1,208.0
Resort Hotel,0,20,2016,November,45,2,0,2,1,0,0,BB,PRT,Corporate,Direct,0,1,1,A,A,0,No Deposit,0,39,0,Transient,40.0,0,0,Check-Out,11/4/2016,2,1,80.0
Resort Hotel,0,0,2015,August,31,1,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,1,G,G,0,No Deposit,0,0,0,Transient,200.0,1,1,Check-Out,8/2/2015,1,2,200.0
Resort Hotel,0,5,2015,August,35,23,2,0,2,1,0,BB,PRT,Direct,Direct,0,0,2,A,E,0,No Deposit,0,0,0,Transient,130.0,1,2,Check-Out,8/25/2015,2,3,260.0
Resort Hotel,0,1,2015,October,40,3,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,3,G,H,0,No Deposit,0,0,0,Transient,99.0,1,2,Check-Out,10/4/2015,1,2,99.0
Resort Hotel,0,0,2016,January,4,23,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,4,A,E,0,No Deposit,0,0,0,Transient,58.0,1,2,Check-Out,1/24/2016,1,2,58.0
Resort Hotel,0,13,2016,March,14,28,1,1,2,2,0,BB,PRT,Direct,Direct,0,0,5,G,G,0,No Deposit,250,0,0,Transient,87.0,1,0,Check-Out,3/30/2016,2,4,174.0
Resort Hotel,0,1,2016,August,35,27,2,3,3,0,0,BB,PRT,Direct,Direct,0,0,1,A,A,0,No Deposit,0,0,0,Transient,209.0,0,0,Check-Out,9/1/2016,5,3,1045.0
Resort Hotel,0,1,2016,January,3,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,0,144,0,Transient-Party,30.0,1,0,Check-Out,1/15/2016,1,1,30.0
Resort Hotel,0,91,2015,December,52,23,4,9,1,0,0,BB,PRT,Direct,Direct,0,0,1,E,E,1,No Deposit,0,0,0,Transient,46.5,0,1,Check-Out,1/5/2016,13,1,604.5
Resort Hotel,0,113,2016,June,26,25,4,6,1,0,0,BB,PRT,Direct,Direct,0,0,2,A,A,3,No Deposit,0,0,0,Transient,66.0,0,1,Check-Out,7/5/2016,10,1,660.0
Resort Hotel,0,122,2016,December,52,23,4,7,1,0,0,BB,PRT,Direct,Direct,0,0,3,E,E,3,No Deposit,0,0,0,Transient,48.8,0,3,Check-Out,1/3/2017,11,1,536.8
Resort Hotel,0,162,2017,June,23,10,4,6,1,0,0,BB,PRT,Direct,Direct,0,0,4,D,D,2,No Deposit,0,0,0,Transient,69.3,0,1,Check-Out,6/20/2017,10,1,693.0
Resort Hotel,0,4,2015,July,27,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,4,A,C,0,No Deposit,0,204,0,Transient,134.0,0,0,Check-Out,7/2/2015,1,1,134.0
Resort Hotel,0,7,2015,July,29,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,5,A,C,0,No Deposit,0,204,0,Transient,134.0,0,1,Check-Out,7/15/2015,1,1,134.0
Resort Hotel,0,2,2015,November,45,4,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,6,A,D,1,No Deposit,0,204,0,Transient,35.0,0,1,Check-Out,11/6/2015,2,1,70.0
Resort Hotel,0,8,2015,November,48,25,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,7,A,D,0,No Deposit,0,204,0,Transient,35.0,0,1,Check-Out,11/26/2015,1,1,35.0
Resort Hotel,0,1,2015,December,51,15,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,8,D,E,0,No Deposit,0,204,0,Transient,35.0,0,1,Check-Out,12/16/2015,1,2,35.0
Resort Hotel,0,1,2015,December,52,22,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,9,D,D,0,No Deposit,0,204,0,Transient,50.0,0,2,Check-Out,12/23/2015,1,2,50.0
Resort Hotel,0,1,2016,January,2,6,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,10,A,E,1,No Deposit,0,204,0,Transient,26.0,0,0,Check-Out,1/8/2016,2,1,52.0
Resort Hotel,0,0,2016,February,6,3,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,11,A,E,1,No Deposit,0,204,0,Transient,30.0,0,1,Check-Out,2/5/2016,2,1,60.0
Resort Hotel,0,2,2016,February,8,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,12,A,E,0,No Deposit,0,204,0,Transient,30.0,0,0,Check-Out,2/18/2016,1,1,30.0
Resort Hotel,0,1,2016,March,11,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,13,A,E,0,No Deposit,0,204,0,Transient,30.0,0,0,Check-Out,3/11/2016,1,1,30.0
Resort Hotel,0,1,2016,April,15,5,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,14,A,E,0,No Deposit,0,204,0,Transient,50.0,0,0,Check-Out,4/7/2016,2,1,100.0
Resort Hotel,0,1,2016,April,17,20,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,15,A,E,0,No Deposit,0,204,0,Transient,50.0,0,0,Check-Out,4/21/2016,1,1,50.0
Resort Hotel,0,1,2016,May,20,11,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,16,A,E,0,No Deposit,0,204,0,Transient,50.0,0,0,Check-Out,5/12/2016,1,1,50.0
Resort Hotel,0,1,2016,June,25,15,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,17,A,C,0,No Deposit,0,204,0,Transient,65.0,0,0,Check-Out,6/16/2016,1,1,65.0
Resort Hotel,0,7,2016,July,28,6,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,18,A,F,0,No Deposit,0,204,0,Transient,73.0,0,2,Check-Out,7/7/2016,1,1,73.0
Resort Hotel,0,1,2016,July,28,7,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,18,A,D,0,No Deposit,0,204,0,Transient,73.0,0,2,Check-Out,7/8/2016,1,1,73.0
Resort Hotel,0,11,2016,July,30,19,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,20,A,G,1,No Deposit,0,204,0,Transient,73.0,0,2,Check-Out,7/21/2016,2,1,146.0
Resort Hotel,0,9,2016,September,40,28,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,21,A,A,0,No Deposit,0,204,0,Transient,65.0,0,0,Check-Out,9/29/2016,1,1,65.0
Resort Hotel,0,2,2016,November,46,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,22,A,C,0,No Deposit,0,204,0,Transient,35.0,0,2,Check-Out,11/10/2016,1,1,35.0
Resort Hotel,0,2,2016,December,51,14,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,23,A,D,1,No Deposit,0,204,0,Transient,30.0,0,2,Check-Out,12/16/2016,2,1,60.0
Resort Hotel,0,0,2017,January,4,24,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,24,A,E,1,No Deposit,0,204,0,Transient,35.0,0,2,Check-Out,1/26/2017,2,1,70.0
Resort Hotel,0,5,2017,February,6,7,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,25,A,E,0,No Deposit,0,204,0,Transient,35.0,0,0,Check-Out,2/8/2017,1,1,35.0
Resort Hotel,0,0,2017,February,6,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,25,A,E,0,No Deposit,0,204,0,Transient,35.0,0,0,Check-Out,2/9/2017,1,1,35.0
Resort Hotel,1,2,2017,March,10,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,27,A,D,0,No Deposit,0,204,0,Transient,35.0,0,2,Canceled,3/8/2017,1,1,35.0
Resort Hotel,0,1,2017,March,11,15,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,1,27,A,D,0,No Deposit,0,204,0,Transient,35.0,0,1,Check-Out,3/16/2017,1,1,35.0
Resort Hotel,0,1,2017,March,13,30,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,1,28,A,D,0,No Deposit,0,204,0,Transient,35.0,0,2,Check-Out,3/31/2017,1,1,35.0
Resort Hotel,0,2,2017,April,15,12,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,29,A,D,0,No Deposit,0,0,0,Transient,45.0,0,0,Check-Out,4/13/2017,1,1,45.0
Resort Hotel,0,2,2017,June,22,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,1,30,A,A,0,No Deposit,0,204,0,Transient,75.0,0,1,Check-Out,6/2/2017,1,1,75.0
Resort Hotel,0,9,2016,September,39,21,2,8,1,0,0,BB,PRT,Direct,Direct,0,0,1,E,E,0,No Deposit,0,0,0,Transient,95.0,0,3,Check-Out,10/1/2016,10,1,950.0
Resort Hotel,0,6,2015,September,39,23,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,240,0,0,Transient,72.0,0,1,Check-Out,9/24/2015,1,1,72.0
Resort Hotel,0,5,2015,November,48,26,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,2,A,A,0,No Deposit,240,0,0,Transient,4.0,0,1,Check-Out,11/27/2015,1,1,4.0
Resort Hotel,0,3,2016,April,16,14,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,3,D,E,0,No Deposit,240,0,0,Transient,75.0,0,1,Check-Out,4/15/2016,1,1,75.0
Resort Hotel,0,3,2016,September,40,29,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,4,A,I,1,No Deposit,240,0,0,Transient,50.0,0,2,Check-Out,9/30/2016,1,1,50.0
Resort Hotel,0,7,2017,January,4,26,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,5,A,D,0,No Deposit,240,0,0,Transient,43.0,1,1,Check-Out,1/27/2017,1,1,43.0
Resort Hotel,0,0,2017,June,23,7,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,12,0,Transient,75.0,0,0,Check-Out,6/8/2017,1,1,75.0
Resort Hotel,0,113,2015,August,31,1,18,42,1,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient,110.5,0,3,Check-Out,9/30/2015,60,1,6630.0
Resort Hotel,0,126,2016,July,28,5,19,50,1,0,0,HB,PRT,Direct,Direct,0,0,1,E,E,2,No Deposit,0,0,0,Transient,110.0,0,3,Check-Out,9/12/2016,69,1,7590.0
Resort Hotel,0,74,2017,July,26,1,9,21,1,0,0,HB,PRT,Direct,Direct,0,0,2,E,E,0,No Deposit,0,0,0,Transient,115.0,2,3,Check-Out,7/31/2017,30,1,3450.0
Resort Hotel,0,0,2016,February,6,2,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,0,No Deposit,0,0,0,Transient,39.0,0,0,Check-Out,2/4/2016,2,1,78.0
Resort Hotel,0,0,2016,April,18,26,0,2,1,0,0,BB,PRT,Direct,Corporate,0,0,2,A,A,0,No Deposit,0,0,0,Transient,47.7,1,0,Check-Out,4/28/2016,2,1,95.4
Resort Hotel,0,5,2016,May,23,30,1,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,3,A,A,0,No Deposit,0,0,0,Transient-Party,54.0,0,0,Check-Out,6/1/2016,2,1,108.0
Resort Hotel,0,0,2016,October,43,18,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,4,A,F,0,No Deposit,0,0,0,Transient,50.0,1,0,Check-Out,10/20/2016,2,1,100.0
Resort Hotel,0,0,2017,February,7,13,1,2,1,0,0,BB,PRT,Direct,Corporate,0,0,5,A,E,0,No Deposit,0,0,0,Transient,43.0,0,1,Check-Out,2/16/2017,3,1,129.0
Resort Hotel,0,0,2016,February,6,2,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,1,A,D,0,No Deposit,0,0,0,Transient,39.0,0,0,Check-Out,2/4/2016,2,1,78.0
Resort Hotel,0,0,2017,February,7,13,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,2,A,E,0,No Deposit,0,0,0,Transient,43.0,0,1,Check-Out,2/16/2017,3,1,129.0
Resort Hotel,0,0,2015,July,27,4,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,131.4,0,0,Check-Out,7/5/2015,1,2,131.4
Resort Hotel,0,7,2016,October,45,31,1,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,1,E,I,1,No Deposit,241,0,0,Transient,78.42,1,1,Check-Out,11/3/2016,3,2,235.26
Resort Hotel,0,64,2016,November,45,3,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,1,D,D,1,No Deposit,240,0,0,Transient,79.8,1,3,Check-Out,11/10/2016,7,2,558.6
Resort Hotel,0,0,2016,January,5,27,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,0,178,0,Transient,25.0,0,0,Check-Out,1/28/2016,1,1,25.0
Resort Hotel,0,0,2017,January,2,9,1,2,1,0,0,BB,PRT,Complementary,Direct,0,0,1,A,D,0,No Deposit,0,178,0,Group,0.0,0,0,Check-Out,1/12/2017,3,1,0.0
Resort Hotel,0,0,2017,March,9,1,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,2,A,A,1,No Deposit,0,178,0,Transient,0.0,0,0,Check-Out,3/2/2017,1,1,0.0
Resort Hotel,0,5,2015,November,48,25,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,A,0,No Deposit,0,94,0,Transient,25.0,1,0,Check-Out,11/26/2015,1,1,25.0
Resort Hotel,0,7,2016,January,4,18,1,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,2,A,A,0,No Deposit,0,94,0,Transient,27.0,0,0,Check-Out,1/22/2016,4,1,108.0
Resort Hotel,0,0,2016,May,23,29,2,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,76.0,1,0,Check-Out,6/1/2016,3,1,228.0
Resort Hotel,0,0,2016,October,44,24,1,1,1,0,0,BB,PRT,Direct,Direct,0,0,1,A,A,0,No Deposit,0,0,0,Transient,61.0,1,1,Check-Out,10/26/2016,2,1,122.0
Resort Hotel,0,0,2017,January,1,4,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,2,A,D,1,No Deposit,0,0,0,Transient,45.0,1,1,Check-Out,1/7/2017,3,1,135.0
Resort Hotel,0,1,2017,January,5,31,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,48.0,0,0,Check-Out,2/1/2017,1,2,48.0
Resort Hotel,0,0,2016,December,51,14,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,16,0,0,Transient,39.0,0,0,Check-Out,12/15/2016,1,2,39.0
Resort Hotel,0,0,2017,January,2,9,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,A,1,No Deposit,16,0,0,Transient,40.0,0,0,Check-Out,1/10/2017,1,2,40.0
Resort Hotel,0,151,2017,April,14,4,0,5,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,F,3,No Deposit,0,223,0,Transient-Party,48.0,0,2,Check-Out,4/9/2017,5,2,240.0
Resort Hotel,0,87,2017,April,15,13,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,0,0,Transient,145.75,1,2,Check-Out,4/17/2017,4,2,583.0
Resort Hotel,0,20,2016,March,12,16,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,146,0,0,Transient,31.0,1,0,Check-Out,3/18/2016,2,1,62.0
Resort Hotel,0,1,2016,October,43,18,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,92,0,Transient,42.0,0,0,Check-Out,10/19/2016,1,1,42.0
Resort Hotel,0,0,2017,February,6,8,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,468,0,0,Transient,34.4,0,1,Check-Out,2/9/2017,1,1,34.4
Resort Hotel,0,20,2016,June,25,12,2,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,161.0,0,0,Check-Out,6/14/2016,2,2,322.0
Resort Hotel,0,6,2016,January,3,13,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,184,0,0,Transient,37.0,0,0,Check-Out,1/14/2016,1,1,37.0
Resort Hotel,0,2,2016,March,14,29,0,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,184,0,0,Transient,0.0,0,0,Check-Out,3/29/2016,0,1,0.0
Resort Hotel,0,267,2016,July,27,2,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15,0,0,Transient,90.8,0,0,Check-Out,7/9/2016,7,2,635.6
Resort Hotel,0,168,2017,July,26,1,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,1,D,E,0,No Deposit,177,0,0,Transient,111.6,0,2,Check-Out,7/5/2017,4,2,446.4
Resort Hotel,0,109,2015,August,33,9,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,105,0,0,Transient,172.38,0,0,Check-Out,8/16/2015,7,2,1206.66
Resort Hotel,0,52,2015,August,36,31,3,7,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0,0,0,Transient,113.0,0,0,Check-Out,9/10/2015,10,2,1130.0
Resort Hotel,0,67,2016,August,35,27,4,7,2,0,0,HB,PRT,Direct,Direct,0,0,1,F,F,4,No Deposit,0,0,0,Transient,214.92,0,1,Check-Out,9/7/2016,11,2,2364.12
Resort Hotel,0,11,2016,July,29,10,5,10,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,I,2,No Deposit,0,0,0,Transient,4.0,0,0,Check-Out,7/25/2016,15,2,60.0
Resort Hotel,0,0,2016,December,51,16,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,0,0,Transient,34.4,0,0,Check-Out,12/17/2016,1,1,34.4
Resort Hotel,0,1,2016,January,1,1,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,0,0,Transient,67.0,0,0,Check-Out,1/3/2016,2,2,134.0
Resort Hotel,0,15,2015,November,48,27,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,43.2,0,0,Check-Out,11/30/2015,3,2,129.60000000000002
Resort Hotel,0,6,2016,November,49,27,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,D,0,No Deposit,240,0,0,Transient,48.0,0,2,Check-Out,11/30/2016,3,2,144.0
Resort Hotel,0,1,2017,February,5,4,1,1,2,0,0,BB,PRT,Direct,TA/TO,0,0,2,A,A,0,No Deposit,0,0,0,Transient,48.0,0,3,Check-Out,2/6/2017,2,2,96.0
Resort Hotel,0,6,2016,March,12,15,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,0,0,Transient,30.0,0,0,Check-Out,3/17/2016,2,1,60.0
Resort Hotel,0,13,2017,February,8,22,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,A,0,No Deposit,0,0,0,Transient,48.6,0,0,Check-Out,2/24/2017,2,1,97.2
Resort Hotel,0,6,2016,October,43,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,70.0,0,1,Check-Out,10/22/2016,1,2,70.0
Resort Hotel,0,1,2015,October,42,13,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,31,0,Transient,48.0,0,0,Check-Out,10/14/2015,1,1,48.0
Resort Hotel,1,2,2016,March,14,30,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,1,No Deposit,0,31,0,Transient,42.0,0,0,No-Show,3/30/2016,2,1,84.0
Resort Hotel,0,4,2016,October,44,25,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,1,1,A,A,0,No Deposit,0,31,0,Transient-Party,42.0,0,0,Check-Out,10/26/2016,1,1,42.0
Resort Hotel,0,165,2016,August,33,13,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,181,0,0,Transient,138.0,1,0,Check-Out,8/21/2016,8,2,1104.0
Resort Hotel,0,163,2017,August,32,12,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,D,D,0,No Deposit,181,0,0,Transient,172.0,1,2,Check-Out,8/19/2017,7,2,1204.0
